source	target	depth
vertiginous question	solipsism	5
descartes number	erdős–nicolas number	4
cartesian plane	horizontal and vertical	4
cartesian plane	jones diagram	4
cartesian plane	orthogonal coordinates	4
cartesian plane	polar coordinate system	4
cartesian plane	regular grid	4
cartesian plane	spherical coordinate system	4
cartesian plane	cartesian coordinate robot	4
polar coordinate system	curvilinear coordinates	5
polar coordinate system	log-polar coordinates	5
polar coordinate system	polar decomposition	5
polar coordinate system	unit circle	5
cartesian coordinate robot	robotic arm	5
cartesian coordinate robot	industrial robot	5
cartesian coordinate robot	cartesian parallel manipulators	5
product type	product (category theory)	5
product type	record (computer science)	5
product type	struct (c programming language)	5
product type	sum type	5
product type	quotient type	5
orthogonal coordinates	curvilinear coordinates	5
orthogonal coordinates	geodetic coordinates	5
orthogonal coordinates	tensor	5
orthogonal coordinates	vector field	5
orthogonal coordinates	skew coordinates	5
horizontal and vertical	cartesian coordinate system	5
horizontal and vertical	coordinate system	5
horizontal and vertical	horizon	5
horizontal and vertical	horizontal angle	5
horizontal and vertical	horizontal coordinate system	5
horizontal and vertical	horizontal position representation	5
horizontal and vertical	local tangent plane	5
horizontal and vertical	northing and easting	5
horizontal and vertical	tilted plane	5
horizontal and vertical	transverse plane	5
horizontal and vertical	vertical and horizontal (radio propagation)	5
horizontal and vertical	vertical circle	5
horizontal and vertical	vertical position	5
horizontal and vertical	zenith	5
horizontal and vertical	zenith angle	5
jones diagram	cobweb plot	5
erdős–nicolas number	descartes number	5
outer product	dyadics	5
outer product	householder transformation	5
outer product	norm (mathematics)	5
outer product	ricci calculus	5
outer product	scatter matrix	5
outer product	cartesian product	5
outer product	cross product	5
outer product	exterior product	5
outer product	hadamard product (matrices)	5
outer product	bra–ket notation	5
outer product	complex conjugate	5
outer product	conjugate transpose	5
outer product	transpose	5
join (sql)	join (relational algebra)	5
join (sql)	antijoin	5
join (sql)	set operations (sql)	5
product (category theory)	coproduct	5
product (category theory)	dual (category theory)	5
product (category theory)	diagonal functor	5
product (category theory)	left adjoint	5
empty product	iterated binary operation	5
empty product	empty function	5
finitary relation	incidence structure	5
finitary relation	hypergraph	5
finitary relation	logic of relatives	5
finitary relation	logical matrix	5
finitary relation	partial order	5
finitary relation	predicate (mathematical logic)	5
finitary relation	projection (set theory)	5
finitary relation	reflexive relation	5
finitary relation	relation algebra	5
finitary relation	relational algebra	5
finitary relation	relational model	5
finitary relation	relations (philosophy)	5
euclidean space	hilbert space	5
euclidean space	infinity	5
euclidean space	dimension (vector space)	5
euclidean space	functional analysis	5
euclidean space	position space	5
euclidean space	physics	5
exponential object	closed monoidal category	5
cross product	cartesian product	5
cross product	geometric algebra	5
cross product	multiple cross products	5
cross product	multiplication of vectors	5
cross product	quadruple product	5
cross product	×	5
coproduct	product (category theory)	5
coproduct	limit (category theory)	5
coproduct	coequalizer	5
coproduct	direct limit	5
concatenation	rope (data structure)	5
binary relation	abstract rewriting system	5
binary relation	additive relation	5
binary relation	allegory (category theory)	5
binary relation	category of relations	5
binary relation	confluence (term rewriting)	5
binary relation	correspondence (algebraic geometry)	5
binary relation	hasse diagram	5
binary relation	incidence structure	5
binary relation	logic of relatives	5
binary relation	order theory	5
personal horizon	subjectivism	5
personal horizon	centered world	5
personal horizon	vertiginous question	5
the numskulls	chinese room	5
the numskulls	homunculus	5
the numskulls	herman's head	5
the numskulls	the beezer	5
the numskulls	meet dave	5
the numskulls	inside out (2015 film)	5
homunculus argument	droste effect	5
homunculus argument	turtles all the way down	5
circular reasoning	affirming the consequent	5
circular reasoning	argument from authority	5
circular reasoning	catch-22 (logic)	5
circular reasoning	circular definition	5
circular reasoning	circular reference	5
circular reasoning	circular reporting	5
circular reasoning	coherentism	5
circular reasoning	formal fallacy	5
circular reasoning	i'm entitled to my opinion	5
circular reasoning	ipse dixit	5
circular reasoning	paradox	5
circular reasoning	polysyllogism	5
circular reasoning	problems with economic models	5
circular reasoning	self-reference	5
circular reasoning	tautology (logic)	5
cartesian materialism	consciousness	4
cartesian materialism	mind-body problem	4
cartesian materialism	dualism (philosophy of mind)	4
cartesian materialism	epiphenomenalism	4
cartesian materialism	qualia	4
cartesian materialism	materialism	4
cartesian materialism	eliminative materialism	4
cartesian materialism	direct realism	4
cartesian materialism	indirect realism	4
cartesian materialism	representationalism	4
cartesian doubt	academic skepticism	4
cartesian doubt	bracketing (phenomenology)	4
cartesian doubt	clinical equipoise	4
cartesian doubt	egocentric predicament	4
cartesian doubt	incontrovertible evidence	4
cartesian doubt	suspension of judgment	4
cartesian doubt	solipsism	4
cartesian doubt	theory of justification	4
cartesian circle	circular reasoning	4
cartesian circle	ontological argument	4
theory of justification	dream argument	5
theory of justification	münchhausen trilemma	5
suspension of judgment	agnosticism	5
suspension of judgment	bracketing (phenomenology)	5
incontrovertible evidence	direct evidence	5
incontrovertible evidence	smoking gun	5
solipsism	anathema	5
solipsism	antiscience	5
solipsism	aseity	5
solipsism	alfred binet	5
solipsism	boltzmann brain	5
solipsism	cartesian doubt	5
solipsism	centered world	5
solipsism	cognitive closure (philosophy)	5
solipsism	consensus reality	5
solipsism	cotard delusion	5
solipsism	dream argument	5
solipsism	eliminative materialism	5
solipsism	ethical solipsism	5
solipsism	existential nihilism	5
solipsism	externism	5
solipsism	world as myth	5
solipsism	henry rollins	5
solipsism	immaterialism	5
solipsism	laveyan satanism	5
solipsism	metaphysical nihilism	5
solipsism	mind over matter	5
solipsism	model-dependent realism	5
solipsism	object permanence	5
solipsism	objective idealism	5
solipsism	open individualism	5
solipsism	panpsychism	5
solipsism	personal horizon	5
solipsism	phaneron	5
solipsism	phenomenalism	5
solipsism	philosophical realism	5
solipsism	postmodernism	5
solipsism	post-structuralism	5
solipsism	primary/secondary quality distinction	5
solipsism	problem of other minds	5
solipsism	protagoras of abdera	5
solipsism	solipsism syndrome	5
solipsism	stream of consciousness (psychology)	5
solipsism	subjectivity	5
solipsism	the egg (2009 short story)	5
solipsism	the truman show delusion	5
solipsism	vertiginous question	5
egocentric predicament	cartesian doubt	5
egocentric predicament	external world skepticism	5
egocentric predicament	internal realism	5
egocentric predicament	phaneron	5
egocentric predicament	relativism	5
academic skepticism	probabilism	5
academic skepticism	scientific skepticism	5
bracketing (phenomenology)	cartesian doubt	5
bracketing (phenomenology)	epoché	5
bracketing (phenomenology)	eidetic reduction	5
bracketing (phenomenology)	nonviolent communication	5
bracketing (phenomenology)	theory of justification	5
clinical equipoise	bracketing (phenomenology)	5
clinical equipoise	cartesian doubt	5
clinical equipoise	suspension of judgment	5
direct realism	critical realism (philosophy of perception)	5
direct realism	disjunctivism	5
direct realism	empirical realism	5
direct realism	qualia	5
direct realism	phenomenology (psychology)	5
direct realism	phenomenology (philosophy)	5
direct realism	allegory of the cave	5
materialism	aleatory materialism	5
materialism	gnosticism	5
materialism	idealism	5
materialism	immaterialism	5
materialism	maya (religion)	5
materialism	mind–body dualism	5
materialism	platonic realism	5
materialism	supernaturalism	5
materialism	transcendentalism	5
materialism	cārvāka	5
materialism	christian materialism	5
materialism	critical realism (philosophy of the social sciences)	5
materialism	cultural materialism (anthropology)	5
materialism	dialectical materialism	5
materialism	economic materialism	5
materialism	existence	5
materialism	french materialism	5
materialism	grotesque body	5
materialism	historical materialism	5
materialism	hyle	5
materialism	incorporeality	5
materialism	madhyamaka	5
materialism	middle way	5
materialism	marxist philosophy of nature	5
materialism	materialist feminism	5
materialism	metaphysical naturalism	5
materialism	model-dependent realism	5
materialism	naturalism (philosophy)	5
materialism	gustavo bueno	5
materialism	philosophy of mind	5
materialism	physicalism	5
materialism	postmaterialism	5
materialism	quantum energy	5
materialism	rational egoism	5
materialism	reality in buddhism	5
materialism	scientistic materialism	5
materialism	substance theory	5
materialism	transcendence (religion)	5
epiphenomenalism	anomalous monism	5
epiphenomenalism	dualism (philosophy of mind)	5
epiphenomenalism	emergentism	5
epiphenomenalism	frank cameron jackson	5
epiphenomenalism	george santayana	5
epiphenomenalism	physicalism	5
epiphenomenalism	philosophy of mind	5
epiphenomenalism	problem of mental causation	5
epiphenomenalism	property dualism	5
epiphenomenalism	specious present	5
epiphenomenalism	supervenience	5
epiphenomenalism	qualia	5
mind-body problem	bodymind	5
mind-body problem	chinese room	5
mind-body problem	cognitive closure (philosophy)	5
mind-body problem	cognitive neuroscience	5
mind-body problem	connectionism	5
mind-body problem	consciousness in animals	5
mind-body problem	downward causation	5
mind-body problem	descartes' error	5
mind-body problem	embodied cognition	5
mind-body problem	existentialism	5
mind-body problem	explanatory gap	5
mind-body problem	free will	5
mind-body problem	ideasthesia	5
mind-body problem	namarupa	5
mind-body problem	neuroscience of free will	5
mind-body problem	philosophical zombie	5
mind-body problem	philosophy of artificial intelligence	5
mind-body problem	pluralism (philosophy)	5
mind-body problem	problem of other minds	5
mind-body problem	reductionism	5
mind-body problem	sacred–profane dichotomy	5
mind-body problem	sentience	5
mind-body problem	strange loop	5
mind-body problem	the mind's i	5
mind-body problem	turing test	5
mind-body problem	vertiginous question	5
mind-body problem	william h. poteat	5
eliminative materialism	attention schema theory	5
eliminative materialism	blindsight	5
eliminative materialism	constructivist epistemology	5
eliminative materialism	cotard delusion	5
eliminative materialism	deconstructivism	5
eliminative materialism	epiphenomenalism	5
eliminative materialism	functionalism (philosophy of mind)	5
eliminative materialism	mind–body problem	5
eliminative materialism	monism	5
eliminative materialism	nihilism	5
eliminative materialism	phenomenology (philosophy)	5
eliminative materialism	physicalism	5
eliminative materialism	principle of locality	5
eliminative materialism	property dualism	5
eliminative materialism	reductionism	5
eliminative materialism	scientism	5
eliminative materialism	substance dualism	5
eliminative materialism	vertiginous question	5
consciousness	chaitanya (consciousness)	5
consciousness	models of consciousness	5
consciousness	plant perception (paranormal)	5
consciousness	sakshi (witness)	5
consciousness	vertiginous question	5
consciousness	reality	5
relativity priority dispute	history of lorentz transformations	3
relativity priority dispute	history of special relativity	3
relativity priority dispute	criticism of relativity theory	3
relativity priority dispute	general relativity priority dispute	3
relativity priority dispute	multiple discovery	3
sticky bead argument	dashpot	3
sticky bead argument	monochromatic electromagnetic plane wave	3
sticky bead argument	monochromatic gravitational plane wave	3
sticky bead argument	pp-wave spacetime	3
sticky bead argument	gravitational plane wave	3
sticky bead argument	brinkmann coordinates	3
sticky bead argument	rosen coordinates	3
sticky bead argument	beck vacuums	3
history of gravitational theory	anti-gravity	3
history of gravitational theory	history of physics	3
3587 descartes	anderson mesa station	4
3587 descartes	edward l. g. bowell	4
3587 descartes	la silla observatory	4
3587 descartes	henri debehogne	4
3587 descartes	fin tbl	4
3587 descartes	kleť observatory	4
3587 descartes	antonín mrkos	4
3587 descartes	richard martin west	4
3587 descartes	claes-ingvar lagerkvist	4
3587 descartes	crimean astrophysical observatory	4
3587 descartes	nikolai chernykh	4
3587 descartes	landessternwarte heidelberg-königstuhl	4
3587 descartes	karl wilhelm reinmuth	4
3587 descartes	lyudmila chernykh	4
3587 descartes	purple mountain observatory	4
3587 descartes	3015 candy	4
3587 descartes	cybele asteroid	4
3587 descartes	giovanni de sanctis	4
3587 descartes	konkoly observatory	4
3587 descartes	györgy kulin	4
3587 descartes	slow rotator (asteroid)	4
3587 descartes	zimmerwald observatory	4
3587 descartes	paul wild (swiss astronomer)	4
3587 descartes	zdeňka vávrová	4
3587 descartes	hungaria asteroids	4
3587 descartes	palomar observatory	4
3587 descartes	carolyn s. shoemaker	4
3587 descartes	eugene m. shoemaker	4
3587 descartes	siding spring observatory	4
3587 descartes	schelte j. bus	4
3587 descartes	3031 houston	4
3587 descartes	brorfelde observatory	4
3587 descartes	karl augustesen	4
3587 descartes	poul jensen (astronomer)	4
3587 descartes	hans jørn fogh olsen	4
3587 descartes	3034 climenhaga	4
3587 descartes	max wolf	4
3587 descartes	minor-planet moon	4
3587 descartes	grigory neujmin	4
3587 descartes	3037 alku	4
3587 descartes	iso-heikkilä observatory	4
3587 descartes	yrjö väisälä	4
3587 descartes	lyudmila zhuravleva	4
3587 descartes	3040 kozai	4
3587 descartes	cerro tololo inter-american observatory	4
3587 descartes	william liller	4
3587 descartes	3043 san diego	4
3587 descartes	eleanor f. helin	4
3587 descartes	natal'ja vital'evna metlova	4
3587 descartes	nikolaj efimovič kuročkin	4
3587 descartes	3045 alois	4
3587 descartes	joe wagner (astronomer)	4
3587 descartes	palomar–leiden survey	4
3587 descartes	3047 goethe	4
3587 descartes	tamara smirnova	4
3587 descartes	cerro el roble astronomical station	4
3587 descartes	carlos torres (astronomer)	4
3587 descartes	3054 strugatskia	4
3587 descartes	centre de recherches en géodynamique et astrométrie	4
3587 descartes	kōichirō tomita	4
3587 descartes	3063 makhaon	4
3587 descartes	lyudmila karachkina	4
3587 descartes	greek camp	4
3587 descartes	3066 mcfadden	4
3587 descartes	3067 akhmatova	4
3587 descartes	3070 aitken	4
3587 descartes	goethe link observatory	4
3587 descartes	indiana asteroid program	4
3587 descartes	3073 kursk	4
3587 descartes	3074 popov	4
3587 descartes	harvard college observatory	4
3587 descartes	oak ridge observatory	4
3587 descartes	pelageya shajn	4
3587 descartes	hamburg observatory	4
3587 descartes	luboš kohoutek	4
3587 descartes	leoncito astronomical complex	4
3587 descartes	félix aguilar observatory	4
3587 descartes	mount john university observatory	4
3587 descartes	alan c. gilmore	4
3587 descartes	pamela m. kilmartin	4
3587 descartes	james b. gibson (astronomer)	4
3587 descartes	3099 hergenrother	4
crimean astrophysical observatory	simeiz observatory	5
palomar observatory	mount laguna observatory	5
palomar observatory	national geographic society – palomar observatory sky survey	5
fin tbl	proper orbital elements	5
palomar–leiden survey	national geographic society – palomar observatory sky survey	5
purple mountain observatory	liu caipin	5
purple mountain observatory	wang sichao	5
alan c. gilmore	gary hug	5
alan c. gilmore	miguel itzigsohn	5
harvard college observatory	harvard computers	5
harvard college observatory	sears tower – harvard observatory	5
harvard college observatory	minor planet center	5
harvard college observatory	asteroid	5
félix aguilar observatory	leoncito astronomical complex	5
félix aguilar observatory	argentine national observatory	5
anderson mesa station	united states naval observatory flagstaff station	5
leoncito astronomical complex	university of toronto southern observatory	5
oak ridge observatory	hobby–eberly telescope	5
oak ridge observatory	phoebe waterman haas public observatory	5
oak ridge observatory	smithsonian astrophysical observatory	5
siding spring observatory	australian astronomical observatory	5
minor-planet moon	lists of astronomical objects	5
minor-planet moon	satellite system (astronomy)	5
lyudmila karachkina	tamara smirnova	5
slow rotator (asteroid)	light curve	5
zimmerwald observatory	swiss space office	5
centre de recherches en géodynamique et astrométrie	oca–dlr asteroid survey	5
hungaria asteroids	e-type asteroid	5
hungaria asteroids	aubrite	5
hungaria asteroids	434 hungaria	5
hungaria asteroids	1025 riema	5
hungaria asteroids	1103 sequoia	5
hungaria asteroids	1453 fennia	5
hungaria asteroids	1750 eckert	5
hungaria asteroids	7187 isobe	5
cerro tololo inter-american observatory	llano de chajnantor observatory	5
cerro tololo inter-american observatory	atacama large millimeter array	5
cerro tololo inter-american observatory	paranal observatory	5
cerro tololo inter-american observatory	very large telescope	5
cerro tololo inter-american observatory	cerro armazones observatory	5
cerro tololo inter-american observatory	extremely large telescope	5
cerro tololo inter-american observatory	la silla observatory	5
cerro tololo inter-american observatory	mearth project	5
cerro tololo inter-american observatory	mcels (magellanic cloud emission-line survey)	5
cerro tololo inter-american observatory	tololo 1247-232	5
cerro tololo inter-american observatory	lyman continuum photons	5
konkoly observatory	open access in hungary	5
la silla observatory	llano de chajnantor observatory	5
la silla observatory	atacama large millimeter array	5
la silla observatory	paranal observatory	5
la silla observatory	very large telescope	5
la silla observatory	cerro armazones observatory	5
la silla observatory	extremely large telescope	5
la silla observatory	cerro tololo inter-american observatory	5
la silla observatory	hip 13044 b	5
anti-gravity	area 51	4
anti-gravity	aerodynamic levitation	4
anti-gravity	artificial gravity	4
anti-gravity	burkhard heim	4
anti-gravity	casimir effect	4
anti-gravity	clinostat	4
anti-gravity	electrostatic levitation	4
anti-gravity	exotic matter	4
anti-gravity	gravitational interaction of antimatter	4
anti-gravity	gravitational shielding	4
anti-gravity	gravitational wave	4
anti-gravity	ion-propelled aircraft	4
anti-gravity	heim theory	4
anti-gravity	magnetic levitation	4
anti-gravity	nazi ufos	4
anti-gravity	optical levitation	4
anti-gravity	reactionless drive	4
anti-gravity	tractor beam	4
history of physics	history of optics	4
history of physics	history of electrical engineering	4
history of physics	history of electromagnetism	4
history of physics	history of measurement	4
history of physics	nobel prize in physics	4
history of physics	timeline of fundamental physics discoveries	4
beck vacuums	introduction to the mathematics of general relativity	4
beck vacuums	topological defect	4
gravitational plane wave	vacuum solution (general relativity)	4
pp-wave spacetime	gravitational wave	4
pp-wave spacetime	newman–penrose formalism	4
timeline of fundamental physics discoveries	physics	5
introduction to the mathematics of general relativity	differentiable manifold	5
introduction to the mathematics of general relativity	christoffel symbol	5
introduction to the mathematics of general relativity	riemannian geometry	5
introduction to the mathematics of general relativity	ricci calculus	5
introduction to the mathematics of general relativity	differential geometry and topology	5
introduction to the mathematics of general relativity	general relativity	5
introduction to the mathematics of general relativity	gauge gravitation theory	5
introduction to the mathematics of general relativity	general covariant transformations	5
introduction to the mathematics of general relativity	derivations of the lorentz transformations	5
topological defect	condensed matter	5
topological defect	differential equation	5
topological defect	dislocation	5
topological defect	quantum mechanics	5
topological defect	quantum topology	5
topological defect	quantum vortex	5
topological defect	topological entropy in physics	5
topological defect	topological excitations	5
topological defect	topological manifold	5
topological defect	topological order	5
topological defect	topological quantum field theory	5
topological defect	topological quantum number	5
topological defect	topological string theory	5
topological defect	topology	5
topological defect	vector soliton	5
newman–penrose formalism	light-cone coordinates	5
newman–penrose formalism	ghp formalism	5
newman–penrose formalism	tetrad formalism	5
newman–penrose formalism	goldberg–sachs theorem	5
gravitational wave	nobel prize in physics	5
gravitational wave	anti-gravity	5
gravitational wave	artificial gravity	5
gravitational wave	first observation of gravitational waves	5
gravitational wave	gravitational plane wave	5
gravitational wave	gravitational field	5
gravitational wave	gravitational-wave astronomy	5
gravitational wave	gravitational wave background	5
gravitational wave	gravitational-wave observatory	5
gravitational wave	gravitomagnetism	5
gravitational wave	graviton	5
gravitational wave	hawking radiation	5
gravitational wave	hm cancri	5
gravitational wave	laser interferometer space antenna	5
gravitational wave	deci-hertz interferometer gravitational wave observatory	5
gravitational wave	big bang observer	5
gravitational wave	ligo	5
gravitational wave	virgo interferometer	5
gravitational wave	geo600	5
gravitational wave	kagra	5
gravitational wave	tama 300	5
gravitational wave	linearized gravity	5
gravitational wave	peres metric	5
gravitational wave	pp-wave spacetime	5
gravitational wave	psr b1913+16	5
gravitational wave	binary pulsar	5
gravitational wave	spin-flip	5
gravitational wave	supermassive black hole	5
gravitational wave	sticky bead argument	5
gravitational wave	tidal force	5
nobel prize in physics	fundamental physics prize	5
nobel prize in physics	sakurai prize	5
nobel prize in physics	wolf prize in physics	5
history of measurement	historical metrology	5
vacuum solution (general relativity)	introduction to the mathematics of general relativity	5
vacuum solution (general relativity)	topological defect	5
history of optics	giambattista della porta	5
history of electrical engineering	history of electronic engineering	5
history of electrical engineering	history of electromagnetic theory	5
history of electrical engineering	history of radio	5
reactionless drive	beam-powered propulsion	5
reactionless drive	bernard haisch	5
reactionless drive	field propulsion	5
reactionless drive	harold e. puthoff	5
reactionless drive	inertialess drive	5
reactionless drive	perpetual motion	5
reactionless drive	emdrive	5
reactionless drive	spacecraft propulsion	5
reactionless drive	stochastic electrodynamics	5
history of electromagnetism	electromagnetic spectrum	5
history of electromagnetism	history of electrical engineering	5
history of electromagnetism	history of maxwell's equations	5
history of electromagnetism	history of radio	5
history of electromagnetism	history of optics	5
history of electromagnetism	history of physics	5
history of electromagnetism	biot–savart law	5
history of electromagnetism	ponderomotive force	5
history of electromagnetism	telluric current	5
history of electromagnetism	terrestrial magnetism	5
history of electromagnetism	ampere hour	5
history of electromagnetism	transverse wave	5
history of electromagnetism	longitudinal wave	5
history of electromagnetism	plane wave	5
history of electromagnetism	refractive index	5
history of electromagnetism	torque	5
history of electromagnetism	revolutions per minute	5
history of electromagnetism	photosphere	5
history of electromagnetism	vortex	5
history of electromagnetism	vortex ring	5
history of electromagnetism	permittivity	5
history of electromagnetism	scalar product	5
history of electromagnetism	vector product	5
history of electromagnetism	tensor	5
history of electromagnetism	divergent series	5
history of electromagnetism	linear operator	5
history of electromagnetism	unit vector	5
history of electromagnetism	parallelepiped	5
history of electromagnetism	osculating plane	5
history of electromagnetism	standard candle	5
history of electromagnetism	solenoid	5
history of electromagnetism	electro-magnet	5
history of electromagnetism	nicol prism	5
history of electromagnetism	rheostat	5
history of electromagnetism	voltmeter	5
history of electromagnetism	gutta-percha	5
history of electromagnetism	wire	5
history of electromagnetism	electrical conductor	5
history of electromagnetism	ammeter	5
history of electromagnetism	gramme machine	5
history of electromagnetism	binding post	5
history of electromagnetism	induction motor	5
history of electromagnetism	lightning arrester	5
history of electromagnetism	technological and industrial history of the united states	5
history of electromagnetism	western electric company	5
history of electromagnetism	timeline of electromagnetism	5
history of electromagnetism	timeline of luminiferous aether	5
tractor beam	force field (physics)	5
tractor beam	force field (technology)	5
tractor beam	optical lift	5
tractor beam	optical tweezers	5
tractor beam	optical levitation	5
tractor beam	psychokinesis	5
tractor beam	stasis field	5
optical levitation	levitation (physics)	5
optical levitation	quantum optics	5
optical levitation	atom optics	5
optical levitation	coherent control	5
ion-propelled aircraft	biefeld–brown effect	5
ion-propelled aircraft	hall-effect thruster	5
ion-propelled aircraft	ion thruster	5
ion-propelled aircraft	magnetoplasmadynamic thruster	5
ion-propelled aircraft	plasma actuator	5
magnetic levitation	acoustic levitation	5
magnetic levitation	aerodynamic levitation	5
magnetic levitation	electrostatic levitation	5
magnetic levitation	cyclotron	5
magnetic levitation	inductrack	5
magnetic levitation	launch loop	5
magnetic levitation	levitron	5
magnetic levitation	linear motor	5
magnetic levitation	magnetic bearing	5
magnetic levitation	magnetic ring spinning	5
magnetic levitation	nagahori tsurumi-ryokuchi line	5
magnetic levitation	optical tweezers	5
magnetic levitation	startram	5
magnetic levitation	zippe-type centrifuge	5
gravitational shielding	breakthrough propulsion physics program	5
gravitational shielding	anti-gravity	5
gravitational shielding	artificial gravity	5
gravitational shielding	eugene podkletnov	5
gravitational shielding	ning li (physicist)	5
gravitational shielding	electromagnetic shielding	5
gravitational interaction of antimatter	fifth force	5
gravitational interaction of antimatter	dark energy	5
gravitational interaction of antimatter	dark matter	5
clinostat	gravitropism	5
clinostat	large diameter centrifuge	5
clinostat	random positioning machine	5
clinostat	free fall machine	5
electrostatic levitation	magnetic levitation	5
electrostatic levitation	optical tweezers	5
electrostatic levitation	acoustic levitation	5
electrostatic levitation	aerodynamic levitation	5
electrostatic levitation	biefeld-brown effect	5
electrostatic levitation	ionocraft	5
electrostatic levitation	van de graff generator	5
casimir effect	negative energy	5
casimir effect	scharnhorst effect	5
casimir effect	van der waals force	5
casimir effect	squeezed vacuum	5
area 51	black operation	5
area 51	black project	5
area 51	black site	5
area 51	special access program	5
aerodynamic levitation	magnetic levitation	5
aerodynamic levitation	electrostatic levitation	5
aerodynamic levitation	optical tweezers	5
aerodynamic levitation	acoustic levitation	5
multiple discovery	axial age	4
multiple discovery	coincidence	4
multiple discovery	convergent evolution	4
multiple discovery	discovery (observation)	4
multiple discovery	wikt:great minds think alike	4
multiple discovery	historic recurrence	4
multiple discovery	history of science	4
multiple discovery	hundredth monkey effect	4
multiple discovery	invention	4
multiple discovery	logology (science of science)	4
multiple discovery	matilda effect	4
multiple discovery	matthew effect (sociology)	4
multiple discovery	great man theory	4
multiple discovery	heroic theory of invention and scientific development	4
multiple discovery	reinventing the wheel	4
multiple discovery	scientific priority	4
multiple discovery	serendipity	4
multiple discovery	stigler's law of eponymy	4
multiple discovery	synchronicity	4
multiple discovery	twin films	4
multiple discovery	zeitgeist	4
dashpot	hydrospring	4
dashpot	hydro-spring	4
dashpot	staircase timer	4
monochromatic electromagnetic plane wave	sticky bead argument	4
general relativity priority dispute	history of lorentz transformations	4
general relativity priority dispute	history of general relativity	4
general relativity priority dispute	multiple discovery	4
criticism of relativity theory	alternatives to general relativity	4
criticism of relativity theory	fringe science	4
criticism of relativity theory	history of special relativity	4
staircase timer	twilight switch	5
hydro-spring	british standard ordnance weights and measurements	5
hydrospring	dashpot	5
history of special relativity	timeline of special relativity and the speed of light	5
history of special relativity	einstein's thought experiments	5
history of special relativity	history of lorentz transformations	5
history of special relativity	tests of special relativity	5
fringe science	pathological science	5
fringe science	voodoo science	5
fringe science	cargo cult science	5
fringe science	junk science	5
fringe science	epistemology	5
fringe science	fringe theory	5
fringe science	homeopathy	5
fringe science	journal of scientific exploration	5
fringe science	paradigm shift	5
fringe science	science, technology and society	5
fringe science	scientific misconduct	5
fringe science	sociology of scientific knowledge	5
fringe science	superseded scientific theories	5
fringe science	transhumanism	5
fringe science	13 things that don't make sense	5
fringe science	the structure of scientific revolutions	5
history of general relativity	golden age of cosmology	5
history of general relativity	golden age of physics	5
history of general relativity	mach's principle	5
history of general relativity	timeline of gravitational physics and relativity	5
history of general relativity	w. k. clifford	5
history of lorentz transformations	derivations of the lorentz transformations	5
history of lorentz transformations	history of special relativity	5
synchronicity	wp:seealso	5
twin films	barbenheimer	5
zeitgeist	volksgeist	5
zeitgeist	weltgeist	5
serendipity	browse	5
serendipity	coincidence	5
serendipity	felix culpa	5
serendipity	insight	5
serendipity	lateral thinking	5
serendipity	multiple discovery	5
serendipity	role of chance in scientific discoveries	5
serendipity	serendipaceratops	5
serendipity	serendipity sapphire	5
serendipity	side effect	5
serendipity	synchronicity	5
stigler's law of eponymy	eponym	5
stigler's law of eponymy	scientific priority	5
stigler's law of eponymy	matthew effect	5
stigler's law of eponymy	matilda effect	5
stigler's law of eponymy	obliteration by incorporation	5
stigler's law of eponymy	theories and sociology of the history of science	5
stigler's law of eponymy	standing on the shoulders of giants	5
heroic theory of invention and scientific development	genius	5
heroic theory of invention and scientific development	great man theory	5
heroic theory of invention and scientific development	universal mind	5
heroic theory of invention and scientific development	multiple discovery	5
heroic theory of invention and scientific development	people known as the father or mother of something	5
heroic theory of invention and scientific development	scientific priority	5
heroic theory of invention and scientific development	scientific theory	5
scientific priority	multiple discovery	5
scientific priority	priority certificate	5
scientific priority	priority right	5
scientific priority	stigler's law	5
scientific priority	binomial nomenclature	5
reinventing the wheel	anti-pattern	5
reinventing the wheel	best practice	5
reinventing the wheel	design around	5
reinventing the wheel	patent infringement	5
reinventing the wheel	not invented here	5
reinventing the wheel	patent thicket	5
reinventing the wheel	standing on the shoulders of giants	5
reinventing the wheel	stovepipe system	5
reinventing the wheel	tragedy of the anticommons	5
great man theory	charismatic authority	5
great man theory	cult of personality	5
great man theory	elite theory	5
great man theory	folk hero	5
great man theory	greatness	5
great man theory	heroic theory of invention and scientific development	5
great man theory	knight of faith	5
great man theory	nouvelle histoire	5
great man theory	paradigm shift	5
great man theory	people's history	5
great man theory	philosophy of history	5
great man theory	polymath	5
great man theory	prosopography	5
great man theory	protagonist	5
great man theory	revolutionary	5
great man theory	structure and agency	5
great man theory	timeline of scientific discoveries	5
great man theory	übermensch	5
great man theory	whig history	5
matthew effect (sociology)	attention inequality	5
matthew effect (sociology)	capital accumulation	5
matthew effect (sociology)	convergence (economics)	5
matthew effect (sociology)	criticism of google scholar	5
matthew effect (sociology)	internal contradictions of capital accumulation	5
matthew effect (sociology)	lindy effect	5
matthew effect (sociology)	matilda effect	5
matthew effect (sociology)	metcalfe's law	5
matthew effect (sociology)	pareto distribution	5
matthew effect (sociology)	positive feedback	5
matthew effect (sociology)	preferential attachment	5
matthew effect (sociology)	social network analysis	5
matthew effect (sociology)	virtuous circle and vicious circle	5
matthew effect (sociology)	wealth concentration	5
matilda effect	history of science	5
matilda effect	history of technology	5
matilda effect	logology (science of science)	5
matilda effect	matthew effect	5
